Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
5660,0.7,Very Good,E,VS1,61.3,60.0,5.68,5.7,3.49,2952
26082,1.12,Premium,J,SI2,60.7,61.0,6.71,6.64,4.05,3266
26545,1.01,Good,F,VS1,64.0,56.0,6.37,6.32,4.06,5786
20601,1.51,Ideal,G,VS1,60.8,57.0,7.37,7.44,4.5,14779
24878,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,3398
11789,0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,1153
19392,1.07,Very Good,G,SI1,60.5,62.0,6.6,6.69,4.02,4861
23195,0.9,Very Good,E,IF,63.9,55.0,6.05,6.09,3.88,7747
5061,0.3,Fair,G,VVS2,64.4,58.0,4.21,4.17,2.7,819
17764,1.52,Premium,I,SI2,59.8,62.0,7.47,7.41,4.45,8010
1361,1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02,5305
16486,1.1,Premium,E,SI1,62.9,58.0,6.62,6.55,4.14,5773
91,0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850
3050,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
21180,0.36,Ideal,D,SI1,60.6,56.0,4.63,4.58,2.79,794
16591,0.74,Very Good,H,SI2,63.1,56.0,5.78,5.75,3.64,2264
12961,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
4407,0.27,Ideal,E,VVS2,62.5,57.0,4.1,4.13,2.57,622
1377,0.7,Ideal,E,SI1,60.2,57.0,5.78,5.82,3.49,2575
19688,1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07,6419
9573,0.61,Ideal,H,VVS1,60.3,56.0,5.52,5.55,3.34,2237
4319,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11873
457,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
6814,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
17638,1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,4498
15220,0.5,Very Good,E,SI2,63.2,61.0,5.05,5.02,3.18,1097
13815,1.0,Premium,D,SI2,62.0,60.0,6.38,6.3,3.93,3634
19133,0.53,Ideal,G,VS2,61.4,55.0,5.23,5.26,3.22,1615
24255,1.04,Ideal,F,SI1,60.9,56.0,6.61,6.56,4.01,5795
14316,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,13379
25414,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,9495
21726,1.11,Ideal,E,SI1,61.4,58.0,6.66,6.62,4.08,6291
12025,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,2409
23231,1.02,Ideal,E,VS2,62.7,56.0,6.44,6.38,4.02,6854
22283,0.73,Ideal,I,VVS1,61.9,55.0,5.78,5.82,3.59,2575
12655,0.35,Good,G,SI1,,56.0,4.46,4.5,2.84,522
9373,0.32,Premium,D,VS2,61.7,58.0,4.38,4.34,2.69,972
427,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477
4979,0.33,Ideal,D,VS2,62.1,54.0,4.46,4.43,2.76,1002
9770,0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,1878
9891,0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
1380,1.6,Very Good,G,VS2,61.0,57.0,7.55,7.59,4.62,14383
7625,0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,742
25358,0.75,Fair,F,VS2,65.4,58.0,5.63,5.68,3.7,2648
10220,1.01,Ideal,G,VVS2,62.4,59.0,6.34,6.41,3.98,7806
15711,1.2,Very Good,I,SI2,63.7,56.0,6.66,6.71,4.26,5490
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
24487,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,706
16827,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1966
23302,1.28,Premium,I,SI1,59.4,61.0,7.11,7.04,4.2,3942
22228,0.3,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68,911
7420,0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,1213
8808,0.33,Ideal,D,VS2,61.8,56.0,4.4,4.44,2.73,781
16991,0.31,Premium,F,VS2,59.0,59.0,4.47,4.44,2.63,802
19860,0.76,Ideal,I,SI1,61.8,57.0,5.89,5.83,3.62,2399
24393,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
1838,0.74,Ideal,I,VS1,60.7,55.0,5.84,5.88,3.56,2609
19845,0.29,Very Good,E,VVS2,60.9,57.0,4.29,4.32,2.62,674
17653,0.41,Ideal,F,IF,62.3,55.0,4.78,4.82,2.99,1439
6962,0.42,Ideal,G,VS2,62.2,56.0,4.8,4.82,2.99,847
83,1.68,Ideal,I,VS2,62.1,57.0,7.6,7.54,4.7,10800
4241,0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,3163
21132,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
7750,0.6,Ideal,G,IF,62.2,55.0,5.36,5.44,3.36,2533
11920,0.72,Ideal,D,VS2,62.8,57.0,5.68,5.73,3.58,3179
20145,0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
24137,1.0,Fair,F,SI1,66.7,57.0,6.07,5.99,4.02,3669
23367,1.7,Very Good,H,VS2,61.8,59.0,7.58,7.66,4.71,12257
20944,0.55,Ideal,F,VS1,61.5,56.0,5.26,5.3,3.25,1896
21684,1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,11227
20392,1.51,Premium,G,VS1,62.5,58.0,7.27,7.23,4.53,13811
24543,0.91,Very Good,J,SI2,62.4,61.0,6.13,6.2,3.85,3169
14420,0.7,Very Good,D,VS2,63.2,60.0,5.61,5.56,3.53,3033
15884,0.34,Ideal,F,SI1,61.1,56.0,4.52,4.55,2.77,537
16595,0.53,Very Good,E,VS2,61.6,57.0,5.18,5.21,3.2,1721
6811,0.54,Very Good,D,SI1,62.1,56.0,5.22,5.25,3.25,1662
13113,0.31,Ideal,F,IF,62.1,54.0,4.36,4.4,2.72,914
17951,0.24,Ideal,F,VVS2,61.0,56.0,4.05,4.08,2.48,678
6206,2.06,Ideal,J,SI2,61.9,55.0,8.19,8.23,5.08,11234
9633,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04,5418
15052,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16803
5787,0.32,Premium,D,VS2,61.7,59.0,4.43,4.38,2.72,972
5552,0.56,Ideal,I,VVS1,62.0,56.0,5.29,5.26,3.27,1698
14071,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995
7309,0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
12436,1.19,Ideal,F,VVS1,61.5,55.0,6.82,6.84,4.2,15005
3638,1.02,Premium,D,SI2,59.3,60.0,6.56,6.52,3.88,4583
1889,0.51,Ideal,E,VS2,61.4,57.0,5.16,5.13,3.16,1781
9653,1.02,Very Good,G,VS2,60.5,54.0,6.48,6.57,3.95,6058
19451,0.3,Ideal,I,VS1,61.0,56.0,4.35,4.37,2.66,473
832,0.35,Ideal,F,VS2,60.5,57.0,4.6,4.52,2.76,906
16216,1.04,Ideal,H,SI2,60.3,57.0,6.54,6.59,3.96,4323
9568,0.72,Very Good,E,VS2,63.8,57.0,5.66,5.69,3.62,3035
23841,1.01,Premium,G,SI1,59.8,58.0,6.54,6.58,3.92,4719
3459,0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45,377
5980,0.91,Fair,D,SI1,,60.0,6.08,6.04,3.9,3855
5436,0.42,Premium,F,VVS2,59.6,59.0,4.83,4.86,2.89,1142
21909,1.15,Premium,F,SI2,61.1,57.0,6.82,6.77,4.15,5120
3673,2.52,Fair,H,SI2,65.4,59.0,8.49,8.42,5.53,13846
19818,1.54,Premium,G,VS2,61.1,59.0,7.44,7.4,4.53,12308
26591,1.24,Ideal,H,VS2,,59.0,6.99,7.03,4.21,7701
13287,1.01,Ideal,F,SI1,,54.0,6.38,6.44,4.02,6039
8095,0.41,Ideal,F,VS1,,55.0,4.77,4.79,2.98,1007
5019,1.2,Ideal,H,I1,58.6,57.0,7.01,6.96,4.09,3763
6470,0.7,Good,H,VS2,63.9,59.0,5.6,5.64,3.59,2330
24079,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
5900,0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,3681
2649,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
5676,1.34,Very Good,H,SI2,61.1,63.0,7.08,7.01,4.3,4352
3112,1.32,Very Good,H,SI1,62.3,58.0,6.96,7.0,4.35,7389
9348,0.3,Ideal,E,VVS1,62.6,54.0,4.28,4.31,2.69,826
12472,0.28,Good,E,VS1,63.1,55.0,4.15,4.18,2.63,458
2181,1.04,Good,F,SI1,63.4,59.0,6.4,6.44,4.07,5045
19834,0.41,Very Good,D,SI1,60.3,63.0,4.8,4.78,2.89,920
10279,0.9,Very Good,I,VS1,62.6,58.0,6.09,6.15,3.83,3844
26016,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31,1664
13468,0.3,Premium,I,VVS1,61.1,59.0,4.33,4.31,2.64,709
8512,0.33,Very Good,D,VS2,62.5,59.0,4.39,4.41,2.75,681
9678,0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,988
2297,0.75,Very Good,D,SI2,63.3,58.0,5.76,5.8,3.66,2551
2266,1.3,Ideal,H,SI2,,57.0,7.09,7.04,4.32,6552
15235,0.9,Good,H,VS2,63.6,61.0,6.03,5.97,3.8,3701
12221,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,10083
26474,0.9,Fair,I,SI1,65.7,58.0,6.03,6.0,3.95,2873
2123,0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
7791,0.6,Premium,E,SI1,61.9,58.0,5.43,5.39,3.35,1830
1383,1.29,Ideal,J,SI1,61.6,57.0,7.0,7.06,4.33,5237
10238,1.12,Ideal,F,VS2,61.8,55.0,6.63,6.67,4.11,9138
4948,0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44,1880
10475,0.7,Fair,F,I1,66.5,62.0,5.54,5.49,3.67,992
3986,0.73,Premium,E,VS2,61.9,57.0,5.79,5.75,3.57,3127
8861,1.5,Premium,G,SI2,61.8,59.0,7.29,7.21,4.48,9072
18007,0.52,Very Good,E,SI1,60.8,56.0,5.17,5.2,3.15,1343
8793,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
4881,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2376
21130,0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,1097
15064,0.61,Very Good,D,VS2,61.5,57.0,5.45,5.48,3.36,2266
25909,0.72,Ideal,D,VS1,61.6,56.0,5.73,5.8,3.55,3522
17073,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,644
22075,0.46,Ideal,E,VS1,62.2,54.0,4.9,4.94,3.06,1393
22635,0.31,Very Good,F,VS2,62.8,56.0,4.28,4.32,2.7,625
17927,1.0,Premium,G,SI2,61.8,59.0,6.38,6.33,3.93,4368
13764,1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,7637
11853,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7372
3586,1.03,Good,H,SI2,63.8,63.0,6.36,6.3,4.04,5768
25250,0.27,Ideal,G,VVS1,62.5,56.0,4.15,4.18,2.6,627
11825,1.21,Very Good,H,SI1,63.5,58.0,6.73,6.63,4.24,4944
20480,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882
17746,0.33,Very Good,G,VS2,60.8,62.0,4.42,4.46,2.7,579
23739,1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,6479
22044,0.56,Ideal,H,SI1,60.3,58.0,5.35,5.4,3.24,1253
12303,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,8388
9217,0.27,Ideal,F,VS2,61.9,54.0,4.14,4.16,2.57,583
18619,0.51,Ideal,G,VVS2,62.9,57.0,5.12,5.06,3.2,1842
18462,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
23478,0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
19502,0.31,Ideal,G,VVS2,62.6,57.0,4.33,4.29,2.7,907
20352,1.01,Ideal,E,VVS1,62.0,57.0,6.45,6.39,3.98,11154
26918,0.5,Very Good,G,SI1,63.3,59.0,4.99,5.02,3.17,1187
16720,0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,1840
8558,1.0,Very Good,D,SI2,62.3,56.0,6.33,6.39,3.96,4348
9725,1.29,Ideal,F,VS1,62.3,54.4,6.93,7.0,4.34,10727
11022,0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,862
7252,0.52,Ideal,I,VS2,61.5,56.0,5.19,5.21,3.2,1214
8694,0.4,Very Good,F,SI1,,58.0,4.72,4.69,2.98,882
7212,0.39,Ideal,F,SI1,62.5,55.0,4.68,4.63,2.91,921
8948,0.31,Good,D,SI2,63.9,57.0,4.33,4.28,2.75,593
3417,1.06,Ideal,G,SI1,62.0,57.0,6.54,6.5,4.04,5342
21674,0.37,Premium,F,SI1,60.3,58.0,4.62,4.66,2.8,616
725,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
20294,1.24,Very Good,I,VS1,61.4,63.0,6.89,6.88,4.23,5444
14117,1.01,Good,F,VS2,63.1,60.0,6.36,6.39,4.02,6416
11271,0.9,Premium,E,VS2,61.4,57.0,6.19,6.16,3.79,4435
6694,0.76,Premium,D,SI2,58.8,57.0,6.03,5.98,3.51,2706
25986,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,4630
10187,0.3,Ideal,F,IF,61.7,56.0,4.31,4.35,2.67,873
312,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
12708,1.02,Good,D,SI1,61.0,63.0,6.48,6.54,3.97,5219
9015,0.51,Ideal,G,VVS1,60.8,56.0,5.21,5.22,3.17,1839
24356,0.57,Very Good,H,VS2,61.7,54.8,5.34,5.37,3.3,1605
17899,0.5,Good,D,SI1,61.1,64.0,5.05,5.07,3.09,1374
16492,0.7,Good,G,VS2,62.6,61.0,5.57,5.61,3.5,2699
3983,0.33,Ideal,E,SI1,62.0,54.0,4.41,4.43,2.74,579
10528,0.44,Very Good,J,VVS2,63.6,58.0,4.8,4.83,3.06,834
21639,0.73,Ideal,E,VVS2,61.6,55.0,5.8,5.83,3.58,3535
8377,0.33,Premium,F,VS2,62.4,58.0,4.41,4.37,2.74,854
15351,0.33,Premium,G,VVS2,61.3,59.0,4.45,4.42,2.72,927
11581,0.32,Premium,F,VS2,62.1,59.0,4.35,4.41,2.72,645
4914,1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,4990
23636,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
15075,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54,2756
20521,1.04,Premium,E,VVS1,62.5,59.0,6.41,6.46,4.02,10350
649,1.51,Premium,J,VS2,62.3,59.0,7.31,7.35,4.57,7418
4917,0.33,Premium,G,VS1,61.6,57.0,4.51,4.42,2.75,797
22747,0.9,Very Good,H,VVS1,63.5,57.0,6.02,6.07,3.84,4485
4832,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.14,3.18,1865
21771,1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,13119
5165,0.91,Good,I,SI1,64.2,59.0,6.05,5.98,3.86,2700
26626,0.34,Ideal,I,SI1,60.2,57.0,4.5,4.54,2.72,459
23116,0.33,Premium,H,VS2,62.4,58.0,4.39,4.42,2.75,521
8252,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
22903,1.11,Very Good,H,SI1,61.9,58.0,6.63,6.65,4.11,5780
17880,0.82,Very Good,E,SI1,62.0,60.0,5.96,6.0,3.71,3373
4349,1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,4798
5216,0.56,Ideal,E,VS1,62.3,57.0,5.3,5.26,3.29,1791
3511,0.3,Ideal,E,VS2,62.6,54.0,4.28,4.31,2.69,658
20870,0.31,Ideal,H,VVS1,61.9,55.0,4.38,4.41,2.72,687
26570,0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
16160,0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,1943
20807,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44,8810
2951,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11520
19,0.9,Good,D,SI1,61.9,64.0,6.0,6.09,3.74,3567
15619,1.15,Ideal,E,SI1,62.7,56.0,6.73,6.7,4.21,5526
25845,0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,838
16386,1.51,Ideal,F,SI1,62.6,57.0,7.31,7.25,4.56,12252
24388,2.01,Premium,I,SI2,62.5,60.0,8.04,7.95,5.0,9658
11079,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
14133,0.56,Ideal,D,VS2,61.5,57.0,5.33,5.28,3.26,2066
23075,0.33,Premium,I,VS2,60.6,58.0,4.47,4.44,2.7,594
25464,0.72,Ideal,F,VS2,62.2,56.0,5.75,5.73,3.57,2956
10705,0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,1123
17333,0.79,Very Good,F,SI1,61.5,58.0,5.94,5.97,3.66,3047
3608,0.52,Ideal,D,VS2,62.6,55.0,5.12,5.14,3.21,1822
3048,0.4,Premium,F,VS2,61.0,58.0,4.72,4.79,2.9,842
18273,0.51,Very Good,F,VS2,,58.0,5.1,5.17,3.13,1569
26085,0.81,Premium,I,VVS2,61.9,60.0,5.91,5.86,3.64,2795
491,0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900
8280,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35,2332
18329,0.5,Ideal,H,VS2,61.7,55.0,5.11,5.14,3.16,1626
26472,0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53,2596
6300,0.9,Premium,H,VS2,61.7,59.0,6.13,6.19,3.8,4266
19379,0.7,Very Good,F,VS2,63.0,58.0,5.59,5.62,3.53,2507
10142,0.73,Premium,E,SI2,61.8,58.0,5.76,5.71,3.54,2278
9837,0.31,Ideal,D,VS2,61.5,56.0,4.37,4.35,2.68,942
10056,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856
6824,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
17402,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2112
14201,0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,4682
8685,0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96,1080
14228,1.01,Very Good,H,VS2,63.3,57.0,6.32,6.27,3.99,4559
4198,0.75,Very Good,F,SI2,59.8,56.0,5.85,5.92,3.52,2840
14264,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
22468,2.0,Very Good,F,SI1,57.9,60.0,8.28,8.34,4.81,18759
14691,1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,5806
1804,0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,3730
13439,1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,5181
10636,1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12,5771
15765,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65,3881
18001,0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86,933
6118,0.9,Very Good,E,SI1,63.5,55.0,6.22,6.12,3.92,3508
14451,1.05,Premium,D,SI2,58.9,58.0,6.74,6.67,3.95,5134
18951,2.01,Ideal,G,SI2,61.7,57.0,8.13,8.1,5.01,18259
11999,0.32,Good,G,VS1,63.2,55.0,4.37,4.39,2.77,645
20114,0.91,Very Good,I,VS2,61.0,57.0,6.2,6.26,3.8,3664
6607,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
19373,0.41,Ideal,F,VVS1,61.3,54.0,4.79,4.84,2.95,1196
19678,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,579
25016,1.0,Premium,J,VS2,62.0,62.0,6.42,6.35,3.96,3685
13301,0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
23597,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017
11010,0.9,Ideal,H,VS1,61.8,55.0,6.21,6.14,3.82,4964
16291,0.32,Ideal,D,VS2,62.0,55.0,4.42,4.38,2.73,972
26503,0.72,Good,E,VS2,60.8,62.0,5.73,5.78,3.5,3140
19242,0.91,Ideal,F,SI2,60.3,57.0,6.26,6.34,3.8,3763
6320,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
26113,0.28,Very Good,F,VVS2,61.8,60.0,4.16,4.19,2.58,596
11781,1.01,Good,I,SI1,61.7,58.0,6.33,6.4,3.93,4171
18193,0.32,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,524
9915,2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8,16068
4864,0.5,Premium,G,SI1,62.9,59.0,5.09,5.06,3.19,1286
16070,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,5393
5380,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,7840
684,0.26,Very Good,E,VS2,62.8,58.0,4.0,4.06,2.53,601
22929,1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179
7093,0.53,Premium,E,VS2,58.5,61.0,5.33,5.26,3.1,1908
14431,0.52,Fair,J,VS2,65.3,56.0,5.05,5.0,3.28,1030
8261,1.01,Premium,E,SI1,62.8,58.0,6.38,6.33,3.99,5741
20860,0.56,Ideal,F,VS2,62.3,55.0,5.28,5.32,3.3,1608
14884,1.21,Premium,J,SI1,62.2,57.0,6.84,6.76,4.23,5266
4059,0.24,Very Good,E,VVS2,62.2,60.0,3.97,4.01,2.48,485
16621,0.51,Very Good,G,SI1,60.3,61.0,5.12,5.19,3.11,1220
23204,1.03,Ideal,G,VS1,,56.0,6.52,6.5,3.99,7648
5172,0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91,807
14605,0.91,Premium,D,SI1,61.5,59.0,6.25,6.18,3.82,4165
21400,0.95,Premium,J,VVS2,62.6,59.0,6.23,6.26,3.91,3669
2021,0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,2723
2534,0.34,Ideal,D,VVS1,62.4,55.0,4.49,4.45,2.79,1211
1082,0.4,Ideal,F,SI1,61.9,57.0,4.71,4.76,2.93,694
11757,0.3,Ideal,F,IF,60.8,57.0,4.34,4.38,2.65,873
2989,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
24947,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
6424,0.33,Ideal,G,VVS1,62.0,55.0,4.45,4.49,2.77,838
16792,0.4,Ideal,J,VS2,62.6,57.0,4.68,4.71,2.94,599
26391,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
21549,0.56,Ideal,G,SI1,61.3,54.0,5.34,5.37,3.28,1417
5081,0.45,Ideal,I,VS2,61.7,59.0,4.96,4.91,3.04,1013
6799,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,6435
21284,0.7,Good,F,SI2,64.1,58.0,5.58,5.53,3.56,1792
16619,0.51,Ideal,D,VS1,62.5,57.0,5.08,5.13,3.19,1779
6263,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,576
711,1.49,Fair,H,I1,66.9,61.0,6.93,6.89,4.62,6425
24733,0.5,Good,E,SI2,63.7,55.0,5.03,5.08,3.22,1077
7636,1.01,Ideal,H,VS1,62.6,57.0,6.37,6.4,4.0,5777
22558,0.4,Ideal,E,SI2,61.3,56.0,4.75,4.78,2.92,629
20044,0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.34,2.67,684
21770,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,6843
6788,0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605
1167,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
701,0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18,1193
18194,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24,6381
3516,0.9,Premium,I,SI1,62.1,59.0,6.19,6.15,3.83,3121
9826,1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,4238
13539,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
12265,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
20669,0.3,Ideal,F,VVS1,62.1,55.0,4.32,4.31,2.68,1114
21916,1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,7056
16039,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55,2604
20121,0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,820
24176,0.32,Good,D,VS2,63.6,55.0,4.35,4.42,2.79,657
8121,0.85,Ideal,E,SI1,,57.0,6.07,6.1,3.75,4363
3120,0.58,Premium,H,SI2,59.0,61.0,5.45,5.42,3.21,1066
6746,1.22,Ideal,J,VS1,61.4,58.0,6.85,6.87,4.21,6201
2046,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,625
6112,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16,5218
20970,0.34,Ideal,D,VS2,61.4,55.0,4.51,4.54,2.78,967
15714,0.43,Premium,E,SI1,62.4,56.0,4.83,4.79,3.0,1016
1115,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
17021,1.0,Very Good,F,VVS2,61.4,58.0,6.36,6.41,3.92,8216
8487,0.32,Very Good,G,VVS2,64.0,55.0,4.31,4.35,2.77,607
21269,1.15,Very Good,I,SI1,62.5,60.0,6.68,6.72,4.19,4851
10,0.35,Ideal,F,VS2,60.5,57.0,4.52,4.6,2.76,706
8818,0.32,Ideal,F,VS1,61.0,56.0,4.45,4.48,2.72,716
17693,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,391
26777,1.01,Premium,E,SI1,60.5,62.0,6.5,6.46,3.92,5226
8931,0.3,Very Good,D,SI1,62.5,59.0,4.26,4.28,2.67,552
14710,1.11,Premium,G,SI2,62.3,58.0,6.65,6.61,4.13,4755
2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
1795,1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,11009
11666,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,394
9440,0.58,Ideal,E,SI1,61.5,55.0,5.34,5.39,3.3,1636
20046,0.27,Very Good,G,VS1,58.8,57.0,4.25,4.36,2.53,399
12899,1.02,Ideal,G,VVS1,61.5,57.0,6.47,6.44,3.97,8317
19615,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,1043
7179,1.03,Ideal,J,SI1,62.1,55.0,6.46,6.51,4.03,4221
26757,0.44,Ideal,G,SI1,61.5,57.0,4.88,4.87,3.0,990
15066,1.51,Premium,E,VS2,62.2,58.0,7.33,7.27,4.54,13757
